SampleID,MSU locus,WT,R1_primer_seq,R2_primer_seq,Details
SY16475-USR-33643-001,SY16475-USR-33643-001_R1.fastq.trimmed.fastq,SY16475-USR-33643-001_R2.fastq.trimmed.fastq
SY16475-USR-33643-002,SY16475-USR-33643-002_R1.fastq.trimmed.fastq,SY16475-USR-33643-002_R2.fastq.trimmed.fastq
SY16475-USR-33643-072,SY16475-USR-33643-072_R1.fastq.trimmed.fastq,SY16475-USR-33643-072_R2.fastq.trimmed.fastq
SY16475-USR-33643-096,SY16475-USR-33643-096_R1.fastq.trimmed.fastq,SY16475-USR-33643-096_R2.fastq.trimmed.fastq
SY16475-USR-33643-016,SY16475-USR-33643-016_R1.fastq.trimmed.fastq,SY16475-USR-33643-016_R2.fastq.trimmed.fastq
